emp_id|full name|fname|lname|birth_date|dept_name|country|monthly_salary|sex|job title|employee_status|education
100457|Noora Miller|Noora|Miller|20/06/1982| Supply Chain |United Arab Emirates|24565.5|male|Data Engineer|Inactive|diploma
100458|Noora Nasser|Noora|Nasser|unknown| Commercial |SA|$31,746.50|F|Business Analyst| Contractor |Bachelor
100459|John Wilson|John|Wilson|1988-05-16|sales|United Kingdom|9,749|Male|Marketing Analyst| On Leave |Doctorate
100460|MAHA AL-THANI|Maha|Al-Thani|11-20-1977|Manufacturing| India |QAR 40,156.00|Male|Sales Executive|ACT|Diploma
100461|Khalid Al-Harbi|Khalid|Al-Harbi|1992/05/22| Supply Chain |UK|5466|FEMALE|Project Manager|active|high school
100462|Fatima Al-Mansoori|Fatima|Al-Mansoori|06-11-1984| Marketing |saudi arabia|9,619|FEMALE|Sales Executive|Active|Bachelor
100463|Maha Saeed|Maha|Saeed|05-Mar-1996|Sales Dept|PHL|37969.5|female|Marketing Analyst| Contractor | PhD 
100464|Dina Miller|Dina|Miller|27-Nov-1967| Operations |GB|32,447|FEMALE|Environmental Engineer|ON_LEAVE|bachelor
100465|James Moore|James|Moore|22/03/1985|MKT| UAE |19134.75| m |Marketing Analyst|CONT| Diploma 
100466|Youssef Adel|Youssef|Adel|28-Aug-2003|SALES|JOR|$16,887.00|Unknown|Project Manager|Leave|Master
100467|Olivia Patel|Olivia|Patel|1974-11-06|Manufacturing|Emirates|EGP 26,089.25|1|Data Engineer|contractor|BA
100468|Hamad Jones|Hamad|Jones|21-Apr-1983|sales|United Kingdom|EGP 33,527.75| m |HR Specialist| Probation |high school
100469|Ali Al-Harbi|Ali|Al-Harbi|2002/01/01|mktg|JO|41209|FEMALE|IT Support| Probation |PhD
100470|Miller, Saad|Saad|Miller|23-May-1982|supply-chain| Qatar |19041|Male|Sales Executive| Contractor |Dipl.
100471|Fatima Khan|Fatima|Khan|2001-03-09|Safety|JO|17,366|F|Safety Officer|A|Dipl.
100472|Smith, Noora|Noora|Smith|1990/03/20|Human Resources|india|EGP 19,171.75|F|Accountant|Probation| High School 
100473|Saad Davis|Saad|Davis|19/02/1992|it|Emirates|3529|Female|HR Specialist|A|MBA
100474|David Al-Farsi|David|Al-Farsi|1974-01-03|EHS| uk |38195.25|2|Business Analyst|Contractor|master
100475|James Taylor|James|Taylor|1975-06-18|Supply Chain|IN|29259|2|Project Manager|Terminated|high school
100476|John Hassan|John|Hassan|30/05/1973|Manufacturing|UAE|42096.5| m |Safety Officer|contractor|BSc
100477| Saad  Miller |Saad|Miller|11-22-1984|Human Resources|philippines|5589.75|FEMALE|Safety Officer|Contractor| Master 
100478|Aisha Smith|Aisha|Smith|09-Jun-1997| safety | Qatar |30945.25|1|HR Specialist|Terminated|diploma
100479|Abdullah Farouk|Abdullah|Farouk|06-17-1988| Operations |PK|28713.75|2|Data Engineer| Terminated |BSc
100480|Saad Al-Harbi|Saad|Al-Harbi|15/12/1967|marketting|PAK|38792.5|N/A|Business Analyst|External|MSc
100481|MARIAM AL-KUWARI|Mariam|Al-Kuwari|1969/02/25|Sales|IND|6,468|F|HR Specialist|Leave|BA
100482|Dina Davis|Dina|Davis|03-09-1992| Operations | Qatar |6513.75|M|IT Support| On Leave |PHD
100483|Noora Williams|Noora|Williams|30-May-1967| Marketing | Saudi |5628| f |Marketing Analyst|TERM|HS
100484|Noora Williams|Noora|Williams|18-Aug-1984|Fin.|JOR|$34,806.00|2|HR Specialist|terminated|Master
100485|Mohamed Ali|Mohamed|Ali|19/06/1998|SCM|PK|33520|female|Safety Officer|terminated|diploma
100486|Sara Adel|Sara|Adel|18-Jan-2001|finance|IND|29948| m |Marketing Analyst| Probation |BA
100487|Ava Garcia|AVA|Garcia|1988-03-31|Production|United States of America|24853.25| m |HR Specialist|On Leave|PHD
100488|Emily Al-Salem|Emily|Al-Salem|1978-12-09| Supply Chain |India|37498.5|2|Marketing Analyst|ON_LEAVE| Master 
100489|David Taylor|David|Taylor|09-12-1972|HR|USA|29743.50| f |Sales Executive| Probation | Master 
100490|Mohamed Al-Thani|Mohamed|Al-Thani|1974-10-30|finance|QA|25645.25| f |Data Engineer| Contractor |DIP
100491|Mostafa Farouk|Mostafa|Farouk|25-May-1987|FIN|Philippines|35200.25| f |Data Engineer|New Hire|bachelor
100492|Mostafa Al-Mansoori|Mostafa|Al-Mansoori|09/11/1980|Health & Safety|india|21,146|Female|Supply Chain Coordinator|TERM|Secondary
100493|Hamad Al-Farsi|Hamad|Al-Farsi|1966-10-24|Human Resources|IN|41,288| m |Marketing Analyst|Contractor|MBA
100494|Hassan Saeed|Hassan|Saeed|1995-09-01|IT|India|40071.5|FEMALE|Sales Executive|PROB|master
100495|Mariam Nasser|Mariam|Nasser|1982-12-11|human resources|GB|10445.25|male|Production Operator| Probation |master
100496|Emily Taylor|Emily|Taylor|04-09-1994|Health & Safety|USA|13920.25|F|Sales Executive|on leave|Bachelor
100497|Dina Nasser|Dina|Nasser|1966-06-13|Environmental|Britain|31124.00|MALE|Business Analyst|contractor|Doctorate
100498|HAMAD DAVIS|Hamad|Davis|1973-11-16|ops|US|QAR 3,899.75|FEMALE|Accountant| Contractor |Secondary
100499|Nour Davis|Nour|Davis|1972-05-03|FIN|philippines|27586|Male|Safety Officer|terminated|BSc
100500|Dina Martinez|Dina|Martinez|08-11-1971|Operations|qatar|4936.25|male|Project Manager|On Leave|bachelor
100501|Layla Miller|Layla|Miller|14/08/1995|PROD| uk |12250.75|M|Accountant|A
100502|Mona Moore|Mona|Moore|1975-03-10|Fin.|saudi arabia|40127.25| m |Environmental Engineer| Terminated |phd
100503|Aisha Farouk|Aisha|Farouk|12-09-1995|SALES|Saudi Arabia|23014.5|MALE|HR Specialist| Contractor |High School
100504|David Al-Salem|David|Al-Salem|16-Jan-1972|human resources|india|16198.5|Male|Environmental Engineer|active|phd
100505|Michael Al-Harbi|Michael|Al-Harbi|31/02/1988|FIN|qatar|17,375|Male|Accountant|Terminated|PhD
100506|Noora Al-Farsi|Noora|Al-Farsi|1994-04-27| Supply Chain |EGY|45000.25|Female|Project Manager|Active|Dipl.
100507|Mariam Martinez|Mariam|Martinez|11-23-1987| production |JOR|$7,205.00|F|Production Operator|PROB|Doctorate
100508|Laila Taylor|Laila|taylor|07-11-1980|Safety|IND|13605| f |HR Specialist|ACT|HS
100509|Laila Al-Harbi|Laila|Al-Harbi|1971/07/25| production | India |11,611| f |Project Manager|External|high school
100510| Karim  Khan |Karim|Khan|03-Jun-1990|Production|PAK|15639.5|2|Project Manager|probation|MBA
100511|Sara Smith|SARA|Smith|1994/12/05|SALES|Qatar|19096.25|F|Production Operator|Terminated|high school
100512| James  Ibrahim |James|Ibrahim|11-Aug-1991|Prod|philippines|21784.25|Female|Data Engineer|A|DIP
100513|OLIVIA AL-FARSI|Olivia|Al-Farsi|26-Dec-2003|Operation|US|6854.50|FEMALE|Safety Officer| On Leave | Bachelor 
100514| Fatima  Khan |Fatima|Khan|1985-02-19| Environmental |Saudi Arabia|$35,440.25|FEMALE|Data Engineer| On Leave |bachelor
100515|Heba Ali|Heba|Ali|12-30-1969|Sales Dept|IN|25445.5|Male|HR Specialist|active|HS
100516|Tamer Moore|Tamer|Moore|1999/07/25| safety | Egypt |32037|F|Data Engineer|PROB|Doctorate
100517|Maha Adel|Maha|Adel|22/04/1975|Sales| Egypt |$22,676.00|F|IT Support| Active |PhD
100518|Layla Taylor|Layla|Taylor|1979-08-26| Environmental |JOR|11182.75|FEMALE|Project Manager|terminated|High School
100519|Mohamed Davis|Mohamed|Davis|1965/10/17|I.T.|Jordan|30897.25|F|Marketing Analyst|CONT|NULL
100520|Mohamed Patel|Mohamed|Patel|08/11/1999|I.T.|egypt|9363|M|Safety Officer|terminated|HS
100521|Olivia Al-Farsi|Olivia|Al-Farsi|1993-12-03|Information Technology| India |42664.5|female|Production Operator| Contractor |Master
100522|Olivia Miller|Olivia|Miller|07-Apr-1997|Operations|EG|15146.5| m |Supply Chain Coordinator|Probation|Master
100523|Hassan Hassan|Hassan|Hassan|1992-08-20| HR |IND|10613.5|Male|Safety Officer|Contractor| High School 
100524|Mohamed Kamal|Mohamed|Kamal|1981-02-10|IT|Emirates|43053.75|female|Supply Chain Coordinator|Terminated|Dipl.
100525|Mostafa Al-Farsi|Mostafa|Al-Farsi|1981-02-19|env.|United Kingdom|13374|F|Environmental Engineer|Probation|Secondary
100526|Hamad Adel|Hamad|Adel|31/02/1988|Production|EG|44212.75||HR Specialist|terminated|HS
100527|Mahmoud Mahmoud|Mahmoud|Mahmoud|27/11/1980|Environment|QA|10790|M|Accountant|Terminated|HS
100528|Davis, Emily|Emily|Davis|05/12/2003|I.T.| usa |36320| f |HR Specialist|active|High School
100529|Emily Kamal|Emily|Kamal|24-Mar-1982|FIN|Philippines|7630|FEMALE|IT Support|CONT|Master
100530|Reem Jones|Reem|Jones|1994-02-28| Supply Chain |IND|24538.25|female|Project Manager|terminated|BSc
100531|James Ibrahim|JAMES|Ibrahim|07-18-1996| safety |Qatar|QAR 19,754.50|Male|Environmental Engineer| Terminated |Bachelor
100532|Layla Kamal|Layla|Kamal|19/10/1982|Health & Safety|Jordan|30,372|female|Business Analyst|Terminated|diploma
100533| Ava  Al-Thani |Ava|Al-Thani|06-09-1968|supply-chain| uk |39052.5|1|Sales Executive|contractor|Diploma
100534|Nour Al-Mansoori|Nour|Al-Mansoori|28/11/1980|ENV|UK|7130.5| m |Safety Officer|Leave|PhD
100535|Fatima Taylor|Fatima|Taylor|21-May-1994|ops|US|31372.5|Male|Sales Executive|ACT| Master 
100536|Mostafa Saeed|Mostafa|Saeed|03-19-1998|IT| uk |42593.5| f |Production Operator| On Leave | Diploma 
100537|Emily Mahmoud|Emily|Mahmoud|05-20-1991|finance|India|13,604|Male|Production Operator|On Leave|PHD
100538|Hamad Farouk|Hamad|Farouk|06-02-1972|Environmental|Britain|25773|Male|HR Specialist|A|master
100539|Mostafa Khan|Mostafa|Khan|08-Jan-1979|H.R.|egypt|20435.5|2|Supply Chain Coordinator|Inactive|MBA
100540|Omar Al-Harbi|Omar|Al-Harbi|15/06/1985| production |Philippines|$30,210.25|male|Safety Officer|On Leave|phd
100541|Aisha Taylor|Aisha|Taylor|unknown|env.| UAE |19748.75|MALE|Supply Chain Coordinator|on leave|Master
100542| Nour  Williams |Nour|Williams|05-19-1993|IT|United Arab Emirates|28593.75| m |Project Manager|TERM|MSc
100543|Layla Al-Farsi|Layla|Al-Farsi|11/11/1966|MKT| Saudi |34872.5| m |Sales Executive|active|PhD
100544|James Jones|James|Jones|1995/03/14|env.| UAE |19811.75|2|IT Support|Leave|high school
100545|Farah Kamal|Farah|Kamal|04-19-1975|H.R.|AE||F|Sales Executive|TERM|diploma
100546|Youssef Moore|Youssef|Moore|04-29-1966|EHS|India|EGP 37,711.50|Male|Business Analyst| Active |MSc
100547|Dina Wilson|Dina|Wilson|09-06-2000|Safety|United States|34087|1|Safety Officer|New Hire|BA
100548|Heba Al-Farsi|Heba|Al-Farsi|02-03-1983| IT |United States|36,569|Female|Production Operator|terminated|HS
100549|Nour Saeed|Nour|Saeed|1988-03-21|marketting|Egypt|39978|2|Production Operator|A| High School 
100550|Omar Khan|Omar|Khan|1967-08-03|Supply Chain|EG|QAR 4,039.50|female|Environmental Engineer|ACT|Secondary
100551|Hassan Patel|Hassan|Patel|11-20-1978|mktg|QA|||Accountant|On Leave|Doctorate
100552|Mariam Smith|Mariam|Smith|11-06-1976|PROD| India |31190.5|2|HR Specialist|CONT|Bachelor
100553|Noora Khan|Noora|Khan|1993-07-14|it| Saudi |EGP 42,259.00|2|Project Manager|New Hire|HS
100554|Mahmoud Nasser|Mahmoud|Nasser|16-Mar-1971|PROD| uk |32332.5|Male|IT Support|Active| Bachelor 
100555|Reem Adel|Reem|Adel|1968/03/25|Supply Chain|PAK|41,774| f |Supply Chain Coordinator| Terminated | Bachelor 
100556|Sara Smith|Sara|Smith|29-Dec-1987|Safety|PH|30610.75|Male|Accountant|Probation|MBA
EMP100557|Khalid Al-Kuwari|Khalid|Al-Kuwari|24-Apr-1991|ENV|United States of America|35672.5|FEMALE|Data Engineer|Active| High School 
100558|Ava Smith|Ava|Smith|25-Dec-1983|MKT| UAE |21617|female|Production Operator|active|Secondary
100559|Hassan Ali|Hassan|Ali|1986/03/13|Supply Chain| Philippines |11956|1|Production Operator||MSc
100560| Hassan  Miller |Hassan|Miller|03-09-1990|Operation|United Arab Emirates|38171.5| m |Production Operator|active|High School
100561|Mahmoud Williams|Mahmoud|Williams|09/03/1999|Production|IN|QAR 19,450.75|M|Production Operator|active|bachelor
100562|Omar Mostafa|Omar|Mostafa|08/05/1973|Sales|qatar|30737.50|M|Data Engineer|External|Bachelor
100563|Karim Al-Salem|Karim|Al-Salem||EHS|Britain|EGP 11,215.75|Female|Sales Executive|Active| PhD 
100564|Adel, Dina|Dina|Adel|1996-12-12| safety |US|12742|female|Data Engineer|Active|NULL
100565|Aya Khan|Aya|Khan|1974/09/15|human resources|USA|38853|female|Production Operator|Inactive|master
100566|Robert Saeed|Robert|Saeed|25/10/1976| HR |United Kingdom|25915|male|IT Support|Active|diploma
100567|Emily Mahmoud|Emily|Mahmoud|06-Feb-1997|Health & Safety|Emirates|25177|MALE|Supply Chain Coordinator| Terminated | Diploma 
100568|John Wilson|John|Wilson|05-31-1986|EHS|EGY|37071.25| m |Supply Chain Coordinator|active|Bachelor
100569|LAYLA AL-MANSOORI|LAYLA|Al-Mansoori|08-28-1965|Finance|AE|7117.5|F|Accountant| Terminated |MSc
100570|Robert Mahmoud|Robert|Mahmoud|21-Feb-1987|EHS|EG|EGP 23,106.00|male|Data Engineer|New Hire|Doctorate
EMP100571|Olivia Brown|Olivia|Brown|26/03/2001|OPS|Qatar|38586.5|M|Sales Executive|active|MSc
100572|Laila Taylor|Laila|Taylor|22-Feb-1970|SALES| Egypt |23232|M|IT Support|ACT|HS
100573|Laila Patel|Laila|Patel|2000-02-01|Supply Chain|PH|$22,012.50|M|Data Engineer| Contractor | Bachelor 
100574|Hamad Ibrahim|Hamad|Ibrahim|1986-09-24|PROD|PH|24732| m |Business Analyst|active|High School
100575|Mohamed Al-Harbi|Mohamed|Al-Harbi|27-Jul-1977|EHS|pakistan|$9,391.00|F|Supply Chain Coordinator|ACT|PHD
100576|Sara Taylor|Sara|Taylor|08-Feb-1966|Information Technology|Emirates|QAR 25,105.00|M|Project Manager|On Leave|Diploma
100577|Mostafa Saeed|Mostafa|Saeed|1984-05-20|Fin.|egypt|18443.75|Male|Sales Executive|CONT|BSc
100578|Omar Davis|Omar|davis|13/04/1997|Environmental|United Kingdom|QAR 40,440.25|M|Accountant|on leave|HS
100579|Emma Al-Harbi|Emma|Al-Harbi|22/01/1991|I.T.|jordan|39395.25|M|Safety Officer|Contractor|Dipl.
100580|Layla Johnson|Layla|Johnson|2000/09/23|HSE|UK|$6,845.50|Male|IT Support| Terminated |bachelor
100581|Noora Al-Thani|Noora|Al-Thani||Environment| Qatar |37,352|FEMALE|Business Analyst| Contractor |high school
100582|David Brown|David|Brown|16-Feb-1978| Commercial |PK|21432.50|Male|Sales Executive|A|BA
100583|JAMES KHAN|James|Khan|04-14-2003|Environmental| Pakistan |38476.5|female|Production Operator|ON_LEAVE|HS
100584|Hassan Al-Thani|Hassan|Al-Thani|unknown|mktg|AE|18396.25| m |HR Specialist|CONT|high school
EMP100585|Faisal Brown|Faisal|Brown|1987-07-01|HSE|QA|28178|1|Sales Executive|on leave|DIP
100586|Taylor, James|James|Taylor|11/02/1983|MKT|UK|12595.5| f |Accountant| Terminated | High School 
100587|Fatima Davis|Fatima|Davis|1977/09/11| HR | Pakistan |12643.25| f |Project Manager||High School
100588|Olivia Brown|Olivia|Brown|09/05/1968|Logistics|United States of America|22866.75|Female|Accountant|TERM|MSc
100589|Noora Mahmoud|Noora|Mahmoud|22-Sep-2002|Sales Dept|IN|43064.75| f |Business Analyst| Contractor | High School 
100590|Farah Garcia|Farah|Garcia|1980/09/11|mktg|UK|32496.25|female|Sales Executive| Contractor |bachelor
100591|Hassan Martinez|Hassan|Martinez|04-Mar-1988|OPS|IN|42665.25|female|Marketing Analyst|On Leave|Master
100592| Dina  Saeed |Dina|Saeed|1975/04/24| Supply Chain |IND|14619|MALE|Sales Executive|contractor|PHD
100593|Sara Ali|Sara|Ali|14/12/2000|Sales Dept|qatar||female|Business Analyst| Contractor |bachelor
100594|Al-Harbi, Mohamed|Mohamed|Al-Harbi||sales|GB|$40,886.50|male|Sales Executive|External|Diploma
100595|Olivia Davis|OLIVIA|Davis|1995-10-15|Health & Safety|United Arab Emirates|QAR 31,336.25|Unknown|IT Support|contractor| Diploma 
100596|David Farouk|David|Farouk|11-30-2003| Operations |AE|8660.5|2|Environmental Engineer| Active |high school
100597|Hamad Davis|Hamad|Davis|20-May-1980|mktg|US|EGP 31,331.50| f |Business Analyst| Contractor |MBA
100598|Emily Wilson|Emily|Wilson|1966/12/05|Sales Dept|UK|7154.25|1|HR Specialist| On Leave |BA
100599| Dina  Wilson |Dina|Wilson|14/10/1971|Operation|Jordan|5682.75| f |Marketing Analyst|Inactive|DIP
100600|Laila Farouk|Laila|Farouk|1979-04-21|Finance| Saudi |22104.5|1|Business Analyst| Terminated |diploma
100601|Mostafa Al-Harbi|Mostafa|Al-Harbi|unknown|Sales|Jordan|$41,753.75|female|HR Specialist|Leave|high school
100602|Mohamed Mahmoud|Mohamed|Mahmoud|19/04/1992| IT |IND|22,798|FEMALE|Environmental Engineer|active|Master
100603|Youssef Adel|Youssef|Adel|03/03/1988|human resources|PHL|28,436|M|Data Engineer|PROB| Bachelor 
100604|Robert Mostafa|Robert|Mostafa|12-Dec-1983|Supply Chain|Jordan|$31,620.25|FEMALE|Environmental Engineer| Terminated | Master 
100605|Mostafa Al-Farsi|Mostafa|Al-Farsi|08-09-1974|H.R.|JOR|26355| f |HR Specialist|CONT|MSc
100606|Hassan Adel|Hassan|Adel|11-Apr-1989|I.T.|Britain|29,978|M|Environmental Engineer| Terminated |BA
100607|Mostafa Al-Farsi|Mostafa|Al-Farsi|09-Dec-1985|Environment|QAT|$33,516.25|female|Project Manager|Inactive|high school
100608|Hamad Saeed|Hamad|Saeed|08-22-1995|EHS| India |12987| f |HR Specialist| On Leave |PHD
100609|Ali Khan|Ali|Khan||Operation|PHL|41326|1|Marketing Analyst|Terminated|High School
100610|Nour Moore|Nour|Moore||SALES| Saudi |39245.75|MALE|Environmental Engineer|External|HS
100611|Smith, Emily|Emily|Smith|12-26-2000|Operations|EG|34,909|female|Production Operator|Level 2|Terminated|PhD
100612|Olivia Taylor|Olivia|Taylor|06/11/1975|PROD|AE|18393.5|Male|Accountant|on leave| PhD 
100613|John Hassan|John|Hassan|1993/12/17|OPS|jordan|19175.75|M|IT Support|Leave|high school
100614|FAISAL PATEL|Faisal|Patel|22/11/1995|Environment|Emirates|19821.5|Female|Business Analyst| Contractor |High School
100615|James Martinez|James|Martinez|unknown|EHS|Pakistan|28966.5|M|Project Manager|A|Secondary
100616|Sara Garcia|Sara|Garcia|10-06-2000|Health & Safety|saudi arabia|EGP 17,836.00|MALE|Production Operator|CONT|high school
100617|Noora Al-Mansoori|Noora|Al-Mansoori|24-Jun-1980| Commercial |IN|44803|2|Safety Officer|contractor|Bachelor
100618|KHALID GARCIA|Khalid|Garcia|1984-11-14| IT |jordan|7,923| m |IT Support| Probation |Doctorate
100619|Nour Khan|Nour|Khan|09-Feb-1984|Information Technology|PAK|11,230||Accountant| On Leave | Master 
100620|Aya Saeed|Aya|Saeed|22/12/1977|Sales Dept|Pakistan|42682.25| f |Data Engineer|On Leave| Bachelor 
100621|Al-Harbi, Ava|Ava|Al-Harbi|1975-10-17|Supply Chain| Saudi |11906.5|Male|IT Support|Inactive| High School 
100622|John Garcia|John|Garcia|1994-09-11|it| Philippines |33218|Male|Supply Chain Coordinator|On Leave|HS
100623|Hassan Al-Thani|Hassan|Al-Thani|1967/10/15|FIN|United Arab Emirates|35977.25|male|Marketing Analyst|on leave|MSc
100624|James Williams|JAMES|Williams|03-Oct-1977|env.|philippines|37416| f |Production Operator|PROB|Doctorate
100625|Mostafa Al-Thani|Mostafa|Al-Thani|24-Oct-1976|Safety| Qatar |QAR 37,742.25| m |Environmental Engineer|on leave|Master
100626|Emily Al-Kuwari|Emily|Al-Kuwari|04/10/1976|Sales Dept|IND|30572.25|FEMALE|Production Operator|active|Secondary
100627|Michael Mahmoud|Michael|Mahmoud|21/05/1975|Production|UAE|23261.25|M|HR Specialist| Contractor |PhD
100628|Karim Farouk|Karim|Farouk|11-16-1971|Sales Dept|USA|4687.25|2|Accountant| Contractor |MBA
100629|Khalid Taylor|Khalid|Taylor|1975-04-10|marketting|india|24255.5|1|Supply Chain Coordinator|On Leave|HS
100630|Layla Jones|Layla|Jones|24/11/1966|Marketing|JOR|16155.75|FEMALE|IT Support|ACT|phd
100631|Hamad Mostafa|Hamad|Mostafa||I.T.|QAT|44221.5|MALE|Marketing Analyst| Active |master
100632| Khalid  Davis |Khalid|Davis|13/04/1994| Accounting | usa |17015.25|FEMALE|Safety Officer|CONT|phd
100633|Olivia Adel|Olivia|Adel|23/11/1970|Supply Chain| Pakistan |20507.25| m |IT Support|Active|Dipl.
100634|Hamad Al-Salem|Hamad|Al-Salem|1973-02-11|FIN| Egypt |32890.25| m |IT Support|Contractor|Bachelor
100635|Aisha Hassan|Aisha|Hassan|04-27-1988|Operation| Pakistan ||MALE|Project Manager|probation| High School 
100636|Tamer Hassan|Tamer|Hassan|unknown| Operations |egypt|13333.5|N/A|Marketing Analyst|Inactive|PhD
100637|DINA NASSER|Dina|Nasser||Manufacturing|US|14255.75|M|Business Analyst|Terminated|master
100638|Mohamed Martinez|Mohamed|Martinez|20/11/1974|Health & Safety| usa |QAR 31,502.50|female|Production Operator|Contractor|BA
100639|Michael Smith|Michael|Smith|1998-01-02| Marketing |PHL|5828.25|2|Supply Chain Coordinator|Probation|Doctorate
100640|Nour Saeed|Nour|Saeed|1995/10/12| Operations | Egypt |38396.5||Business Analyst|External|Bachelor
EMP100641|Mostafa Brown|Mostafa|Brown|23-Oct-1979| Commercial |egypt|5847|FEMALE|HR Specialist|active|HS
100642|Fatima Al-Farsi|Fatima|Al-Farsi|1996-03-28|FIN|PH|EGP 11,714.00|Female|IT Support|PROB| Diploma 
100643|Laila Miller|Laila|Miller|25-Jan-1978|finance|EG|26,082|female|HR Specialist|ACT| Master 
100644|Omar Mahmoud|Omar|Mahmoud|1978-09-13|Health & Safety|India|8046|2|Sales Executive|New Hire|PhD
100645|Youssef Al-Thani|Youssef|Al-Thani|1992-08-09|sales|pakistan|13584|male|Sales Executive|Contractor|PhD
100646|Aisha Patel|Aisha|Patel|29-Jun-1965| Operations |EG|$32,029.50|female|HR Specialist|ON_LEAVE|PHD
100647|Emma Adel|Emma|Adel|29/05/1997|sales|IN|32916.75| m |Environmental Engineer|Leave|high school
100648|Ahmed Kamal|Ahmed|Kamal|1988-10-07|Operation|IND|31873.50|Female|Production Operator|Active|Doctorate
100649|Robert Jones|Robert|Jones|22/05/1968|Finance| usa |4588|2|Environmental Engineer|contractor|MSc
100650|Karim Jones|Karim|Jones|1966/01/27|EHS|india|$20,570.00|F|Sales Executive|New Hire|diploma
100651|Ahmed Al-Salem|Ahmed|Al-Salem|03-03-1997| IT |IND|33686.75||Accountant|PROB|MBA
EMP100652|Fatima Williams|Fatima|Williams|1993/02/16|Safety| Qatar |44797.25|F|Business Analyst|TERM|Bachelor
100653|Hamad Al-Harbi|Hamad|Al-Harbi|01/02/2001|Prod|US|23141.5|male|Environmental Engineer|New Hire| Master 
100654|David Wilson|David|Wilson|08-01-1966|Manufacturing|JO|8,376|Male|Business Analyst|Terminated|Diploma
100655|Youssef Miller|Youssef|Miller|10-10-1978|Fin.|QA|EGP 44,798.50|female|Project Manager|ACT|Secondary
100656|KARIM PATEL|Karim|patel|05-22-1995|HSE| Jordan |29016.5|female|Safety Officer| Active | High School 
100657|Hamad Al-Salem|Hamad|al-salem|06-07-1997|Operations| Philippines |7,674| m |Accountant|Leave|phd
100658|Farah Nasser|Farah|Nasser|31/02/1988|Sales Dept|philippines|QAR 37,129.00|2|IT Support|CONT|bachelor
100659|Reem Adel|Reem|Adel|1982/01/13|Production|Pakistan|$11,410.00|Male|Data Engineer| On Leave |Diploma
100660|Omar Jones|Omar|Jones|10-Jun-1980|marketting|IND|39350.75||Supply Chain Coordinator|External|Dipl.
100661|Robert Taylor|Robert|Taylor|12/05/2002|ENV|US|24974.25|FEMALE|Safety Officer|Probation|master
100662|Sara Martinez|SARA|Martinez|10-13-1993|Marketing|India|19570.25| m |Sales Executive|Contractor|MBA
100663|Taylor, Sophia|Sophia|Taylor|08-Sep-1971|EHS|Jordan|19278.25|2|IT Support|External|Secondary
100664|Reem Patel|Reem|Patel|16/09/1987| Environmental |Pakistan|13256.75| f |HR Specialist|ACT| High School 
100665|Mona Al-Kuwari|Mona|Al-Kuwari|1975/10/06| Marketing |PAK|44716|2|Safety Officer|Inactive|BSc
100666|Farah Al-Salem|Farah|Al-Salem|02-01-1999|SALES|Pakistan|21,378|FEMALE|Marketing Analyst|On Leave|NULL
100667|Hassan Al-Mansoori|Hassan|Al-Mansoori|2003-08-16|it|USA|9652.25|female|Sales Executive|ACT|MBA
100668|Mona Martinez|Mona|Martinez|1980/01/01| Supply Chain |United States of America|10316|1|HR Specialist|Contractor| Master 
100669|Mahmoud Hassan|Mahmoud|Hassan|1984/08/13|Fin.|india|35556.75|Female|Data Engineer|PROB|bachelor
100670| Dina  Al-Thani |Dina|Al-Thani|1980/05/23| Supply Chain |pakistan|QAR 8,024.00| m |Sales Executive|Contractor|Dipl.
100671|Emma Kamal|Emma|Kamal|26/01/1984|Operation|pakistan|27,475|female|Safety Officer|Terminated| Bachelor 
100672|Faisal Mahmoud|Faisal|Mahmoud|1969/10/04|SALES|jordan|EGP 18,545.75|2|Safety Officer|ON_LEAVE|Secondary
100673|Emily Al-Kuwari|Emily|Al-Kuwari|07-11-1989|Human Resources|Egypt|24238|F|Sales Executive|contractor| High School 
100674|Saad Khan|Saad|Khan|1975-08-17|I.T.|jordan|23557|Male|Marketing Analyst|Active|bachelor
100675| Layla  Mahmoud |LAYLA|Mahmoud|1969-03-14|IT|India|18924.25| f |Business Analyst|Contractor| Diploma 
100676|NOORA AL-MANSOORI|NOORA|Al-Mansoori|01/01/1970| Accounting |AE||Female|Data Engineer|New Hire|Bachelor
100677|Saad Ali|Saad|ali|1994/09/12|Marketing| usa |QAR 33,348.00|1|Project Manager| Probation | Master 
100678|Michael Miller|Michael|Miller|25/01/1986|human resources|KSA|7225.5|MALE|Data Engineer|Inactive|Doctorate
100679|Hamad Garcia|Hamad|Garcia|1985-02-17|Sales Dept|Qatar|27578.5|male|Supply Chain Coordinator|PROB| Bachelor 
100680|John Nasser|John|Nasser|1967-10-15|H.R.|egypt|31599.25|1|Data Engineer|on leave| High School 
100681|Farah Brown|Farah|Brown|11/01/1986|Operation|JOR|19417.75|N/A|Supply Chain Coordinator|active|Bachelor
100682|Robert Mahmoud|Robert|Mahmoud|03/04/2003| Operations |United Arab Emirates|28190.75|1|Environmental Engineer|Active| High School 
100683|Ava Al-Salem|Ava|Al-Salem|17-Jul-1985|Logistics|Egypt|18139.25|female|HR Specialist|TERM|diploma
100684|James Davis|James|Davis|1970/08/08|Supply Chain|UK|28610.5|FEMALE|Accountant| Contractor |master
100685|Ava Ali|Ava|Ali|02-Oct-1972|SCM|pakistan|20666.5|male|Accountant|External|BA
100686|Khalid Al-Mansoori|Khalid|Al-Mansoori|1974/08/11| safety |Emirates|42045.25|2|Environmental Engineer|CONT|MSc
